4.8803e-02, -2.3638e-02, -2.4444e-02, 2.6226e-02, 4.8151e-02, 1.1690e-02, 2.0221e-02, -1.2157e-03, -4.1498e-02, 1.5233e-02
-2.8345e-02, -2.0176e-02, -7.8082e-02, -2.9883e-02, 5.5703e-02, -5.0069e-03, -2.6948e-02, 5.0041e-02, -4.4313e-02, -5.0225e-02
-4.5684e-02, 1.3951e-02, -3.7867e-03, -8.1920e-02, -3.1061e-02, 2.3943e-02, 1.0363e-02, -1.2595e-02, 5.1628e-02, -5.1594e-02
-3.4220e-02, 4.5175e-02, -3.5164e-02, 3.4370e-02, 3.6241e-02, -5.9872e-02, 2.8935e-02, 6.5971e-02, -8.3434e-02, 6.1247e-02
4.6985e-02, 3.4209e-02, 5.8297e-02, 3.1437e-02, -4.5562e-02, -3.8969e-02, 6.6118e-02, 8.6231e-02, 6.1561e-02, 1.8063e-02
6.0539e-02, 5.7080e-03, -8.0907e-02, 3.5445e-02, -2.7013e-02, 1.2572e-02, -6.2978e-02, 5.9566e-02, 3.9453e-02, 2.1495e-02
-1.3109e-02, 1.1910e-02, -2.0073e-03, -2.1862e-02, -8.2536e-02, 7.8899e-02, 3.1703e-02, 2.7803e-03, -8.6357e-03, 6.8376e-02
-7.1854e-02, 7.5713e-02, 2.9186e-02, 5.8755e-02, -5.4409e-04, 2.5765e-02, 1.2984e-02, 6.5058e-02, -6.1995e-02, 3.2586e-02
-5.3900e-02, -2.8980e-02, 5.2332e-02, 1.3186e-02, -8.0397e-02, -5.4675e-02, 3.1383e-02, 3.0728e-02, -5.8701e-02, 8.3325e-02
6.1066e-02, 7.4655e-03, -5.5112e-02, -2.8929e-02, 1.9354e-02, -4.1954e-02, -1.4819e-02, -4.4107e-02, 1.8926e-02, 2.3174e-02
5.7100e-02, 8.3245e-02, 2.1182e-02, 3.9024e-02, -7.0000e-02, -3.7731e-02, 2.3957e-03, 1.7307e-02, -1.2088e-02, 1.9613e-02
8.6746e-02, 2.9157e-02, -6.4569e-03, 7.3017e-03, 6.8209e-02, -3.9603e-02, -5.9877e-02, 6.7677e-02, 4.4980e-03, 6.4982e-02
-7.5155e-02, -1.0318e-01, -2.8476e-01, -2.2633e-01, -2.7710e-01, -2.0191e-01, 3.9038e-01, -5.5472e-02, -1.3473e-01, -2.0284e-01
-1.4768e-01, -1.0102e-01, -1.7960e-01, -3.5084e-01, -3.5034e-01, -2.0442e-01, 2.9382e-01, -6.8826e-02, -2.3631e-01, -2.8943e-01
-6.3748e-02, 1.1517e-02, 2.8079e-01, -1.5451e-01, -1.3098e-01, 2.4965e-02, -3.4526e-01, -6.3818e-03, 4.2122e-02, -2.1326e-02
-8.5497e-03, 6.6199e-02, 1.7238e-01, -7.0799e-02, -8.6559e-03, 8.1599e-02, -1.5752e-01, -2.2426e-02, -6.6261e-02, 7.9403e-02
7.4629e-02, 3.9381e-02, -5.1211e-02, 7.1553e-02, 7.9002e-02, 5.5029e-02, -6.4709e-02, 1.5777e-04, -6.7524e-02, 5.2674e-02
-2.9869e-02, -4.4005e-02, 5.1136e-02, -8.1396e-02, -1.7550e-02, -7.1603e-02, -2.6417e-03, 8.5674e-02, 3.2566e-02, 3.3686e-02
-2.6148e-02, -5.1272e-02, -4.3118e-02, -8.5995e-02, -1.8658e-03, 8.4207e-02, 5.8859e-02, 1.3483e-02, -3.3305e-02, 4.6400e-02
2.3062e-02, 3.2133e-02, 7.2345e-02, 1.9733e-02, -5.4861e-02, 3.7333e-02, 8.5692e-02, 6.7370e-02, 7.8395e-02, -1.1183e-02
-2.6617e-02, -4.8354e-02, -5.3949e-02, -3.8813e-02, 4.4690e-02, 7.6074e-02, 1.4159e-02, 3.2015e-02, -1.1843e-03, -4.1736e-03
3.0441e-02, 8.0378e-02, 7.7088e-02, 1.0586e-02, -9.4763e-04, 2.0848e-02, -4.3044e-02, -8.4613e-02, 3.1871e-02, 1.4603e-02
